대분류,중분류,소분류,category_code,total_count_en,name,summary,has_photo,cid
Festivals/Events/Performances,Events,,Cf9q1q4,139,[S-TCEP] National Geographic Photo Exhibition: Photo Ark,A diverse photo exhibition featuring the world's animals currently walking the earth,True,ENP12kduj
Festivals/Events/Performances,Events,,Cf9q1q4,139,"[S-TCEP] Hello, Creators! Seoul Design Incubating Center & Exhibition",The challenge and alliances formed on the road to becoming design entrepreneurs,True,ENP3e60eb
Festivals/Events/Performances,Events,,Cf9q1q4,139,[S-TCEP] Jin Dallae & Park Woohyuk: Cosmos,"In line with the theme of typography, this exhibition displays the creative process of its subject matter and asks questions about the essence of typography while proposing a new kind of ""order""",True,ENPg939wm
Festivals/Events/Performances,Events,,Cf9q1q4,139,[S-TCEP] DDP Things Exhibition VOL. 1: TELE+VISION Memories of the Future,"The first permanent exhibition of its kind at the Dongdaemun Design Plaza (DDP). The event puts the focus on the discourse surrounding the act of ""watching"" along with other modern design elements",True,ENPuucrur
Festivals/Events/Performances,Events,,Cf9q1q4,139,[S-TCEP] Circulation of Placeness: Media Artist Exhibition,"An exhibition featuring media projection and 3D digital art through various time frames and methods of artists at the once heart of Seoul, Dongdaemun",True,ENPhonaqg
Festivals/Events/Performances,Events,,Cf9q1q4,139,[S-TCEP] DDP Design Archive KSVD: 1972-1993,An exhibition highlighting the transformation of social awareness of the development and concept of Korean modern-day visual design,True,ENPqljohs
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,Hohojae Seoul,A Hanok Gallery that introduces contemporary Korean artists.,True,ENPbnvhzx
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,"Touch Me Tell, A Children's Exhibition at Seoul Museum of Art by Melanie Bonajo",How many people do we interact with each day? Is holding hands an act of intimacy? You are invited to perceive your emotions in this Touch Me Tell exhibition. This exhibition is about realizing and ac,True,ENPi7ar6v
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,Reflective Space: Void Towards The Realm of The Mind,The Vivian Choi Gallery has been holding the Reflective Space: Void Towards The Realm of The Mind exhibition since March 16th,True,ENP4i105w
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,[S-TCEP] Bag & Shoes Loved by Celebrities,"An exhibition looking back on bag and shoe trends led by Michael Jordan, Michael Jackson, and other celebrities of the past",True,ENPlim9ah
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,[S-TCEP] National Geographic Photo Exhibition: Photo Ark,A diverse photo exhibition featuring the world's animals currently walking the earth,True,ENP12kduj
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,"[S-TCEP] Hello, Creators! Seoul Design Incubating Center & Exhibition",The challenge and alliances formed on the road to becoming design entrepreneurs,True,ENP3e60eb
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,[S-TCEP] Jin Dallae & Park Woohyuk: Cosmos,"In line with the theme of typography, this exhibition displays the creative process of its subject matter and asks questions about the essence of typography while proposing a new kind of ""order""",True,ENPg939wm
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,[S-TCEP] DDP Things Exhibition VOL. 1: TELE+VISION Memories of the Future,"The first permanent exhibition of its kind at the Dongdaemun Design Plaza (DDP). The event puts the focus on the discourse surrounding the act of ""watching"" along with other modern design elements",True,ENPuucrur
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,[S-TCEP] Circulation of Placeness: Media Artist Exhibition,"An exhibition featuring media projection and 3D digital art through various time frames and methods of artists at the once heart of Seoul, Dongdaemun",True,ENPhonaqg
Festivals/Events/Performances,Events,Exhibitions,Cu9u5z7,117,[S-TCEP] DDP Design Archive KSVD: 1972-1993,An exhibition highlighting the transformation of social awareness of the development and concept of Korean modern-day visual design,True,ENPqljohs
Festivals/Events/Performances,Events,Expos,Cu6j1f4,6,21st Annual Seoul Cafe Show,A networking business platform connecting the global coffee industry,True,ENP040454
Festivals/Events/Performances,Events,Expos,Cu6j1f4,6,2020 Seoul Cafe Show,"Asia's No. 1 coffee event, the Seoul Cafe Show!",True,ENP035379
Festivals/Events/Performances,Events,Expos,Cu6j1f4,6,28th Seoul Dessert Fair [Watermelon & Mango] Cancellation,"Korea's largest handmade dessert fair! So long as it's delicious, who cares about the calories!",True,ENP034532
Festivals/Events/Performances,Events,Expos,Cu6j1f4,6,The 27th Seoul Dessert Fair,Welcome to the 27th Seoul Dessert Fair featuring the best of homemade sweets! What do calories matter when it tastes so good!,True,ENP034259
Festivals/Events/Performances,Events,Expos,Cu6j1f4,6,2020 Seoul International Wines & Spirits Expo,"Everything you've ever wanted to know about alcohol! Welcome to Korea's one-and-only ""multi-spirited"" expo!",True,ENP034070
Festivals/Events/Performances,Events,Expos,Cu6j1f4,6,Salon du Chocolat Seoul 2020,"A global chocolate exhibition event started in 1994 by Parisian Sylvie Douce and Francois Jeantet, Salon du Chocolat Seoul 2020 will take place at COEX, Hall D from Jan. 10th to Jan. 12th, 2020.",True,ENP032694
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,Seoul Beauty Travel Week,The journey of discovering the true story of beauty,True,ENP041939
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,2022 Seoul Beauty Week,A festival showcasing Seoul's beauty trends and promising brands while enjoying Hallyu and beauty culture,True,ENP041733
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,Seoul Design 2022,Seoul Representative Design MICE Event,True,ENP041732
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,11th Annual World Coffee Leaders Forum,A knowledge-sharing forum that gathers the world's top coffee scholars in one sitting,True,ENP040455
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,Moonlight Walk at Changdeokgung Palace 2021,"Take a walk under the moonlight in Changdeokgung Palace, a favorite palace of the Joseon dynasty!",True,ENP037592
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,K-Mas Live Market,A beautiful Christmas market festival just in time for the holiday season!,True,ENP036287
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,2020 Korea Dance Awards & Dance Night,A competition-style performance that includes performances from the current repertoire along with new works as well!,True,ENP035914
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,2020 Republic of Korea International Culinary Competition,"Come watch as the stage is set to promote Korean food culture, discover up-and-coming talent, and promote consumption of agro-fishery products.",True,ENP034079
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,"Yeonnam, One Fine Day",A 2-hour walking tour around the area to view every nook and cranny of Yeonnam.,True,ENP034018
Festivals/Events/Performances,Events,Other Events,Cw7q1x8,16,Seongsu Newtro Tour,"Seongsu Newtro Tour lets visitors look around every nook and cranny of Seongsu-dong, a sacred home to the newtro trend where old culture meets the new.",True,ENP033276
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,17th Jungnang  Seoul Rose Festival,"Experience the Most Romantic May, Blooming with Roses!",True,ENPrjv9l2
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,One and All,"Artists include Lee Eun-hwang, Gum Sahong, Ban Miryung, Hong Kyung-hui, Yang Dae-man, Kim Ki-tae, Lee Myung-hwa, Jung Jae-chul, Choi Young Wook, Kang Hong-gu, Ji Yu-ra, Park Yong-il, Jo Mi-hwa, Ha So-young, Bae Jung-eun, Yoo Song, Lee Kyung-min, and Kim Bo-yeon - all of which express themselves in their own distinctive manner. Stop by and admire the works of these 20 unique individuals and get the year off to a fascinating and uplifting start!",True,ENP042906
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,Lee Kyoungmi Solo Exhibition 《The Best is yet to Come》,"Lee Kyoung-mi has been showcasing works that contain an in-depth reflection on existence and the world by placing the image of the much-loved cat ""Nana"" with a landscape where the real world and imaginary space are mixed. The exhibition will introduce about 20 paintings and video works produced by SKM Project (Kim Si-kyoung and Lee Kyoung-mi.)",True,ENP042886
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,Artist Kim Jong-ku Private Exhibition 《Fe-Aerial Landscape》,"Through plant landscape paintings emphasizing the value of the invisible, the artist reminds us of the importance of our inner beings in a modern society where what is seen is important. At the same time, it reveals the truth in nature and shows it to us. It makes us realize that our lives are driven by the invisible, not the visible.",True,ENP042877
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,Choi Min Collection: Ways of Seeing,This exhibition showcases the Choi Min collection donated in large quantities to the Seoul Museum of Art by the bereaved family of art critic Choi Min (1944-2018).,True,ENP042723
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,"Breath, Rest: The journey to innocence","The hope is that facing all these artworks of nature and taking a breath, the most fundamental element of our lives, will help us look at ourselves calmly.",True,ENP042701
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,《Kang Seok-ho: Three Minutes Delight》,"Kang Seok-ho (1971-2021) first retrospective exhibition 《Kang Seok-ho: Three Minutes Delight》 complexly portrays the images of Kang Seok-ho, who has expanded his aesthetic taste through the collection and production of design furniture while insisting on his unique way of painting.",True,ENP042699
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,My Soul Figure,This Jo Deok-ho archive figure exhibition comprises Lego and mini figures collected for six years. It is a figure photo exhibition and an exhibition where you can make special goods such as 'your own figure made with a single picture.’,True,ENP042692
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,The first story of Pierrot and Laurent <MAISON DE LAURENT>,"MAISON DE LAURENT
Laurent's House contains the stories of all of us

A clown who smiles but lives with tears in his eyes.
Pierrot Laurent, a self-portrait of people whom each carry a special pain.
You are invited to Laurent's house",True,ENP042665
Festivals/Events/Performances,Festivals,,Cd4y5u1,700,Seoul Lantern Festival 2022,"Not only will the beautiful light exhibition shine warmly at the end of the year in Seoul, but various events, such as the Gwanghwamun Square Market and Media Facade will make an appearance during the year-end and New Year’s holidays.",True,ENP042540
Festivals/Events/Performances,Performances,,Cb2b0t2,14,Yongsan Art Hall,"A culture and arts space capable of hosting large-scale performances, providing opportunities to enjoy diverse cultures.",True,ENPu7606j
Festivals/Events/Performances,Performances,,Cb2b0t2,14,2023 SEOUL LANTERN FESTIVAL,"You're invited to the Seoul Lantern Festival, which beautifully colors the winter night with light.",True,ENPyeex1b
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Ligeti Piano Concerto,"A performance by pianist, Pierre-Laurent Aimard, who was acknowledged by world-renowned composer,  György Ligeti, for his exceptional understanding of his work",True,ENP6i7br4
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] Munich Philharmonic Orchestra in Korea,"One of the world's top orchestras, carrying on a 120-year history, meets top Korean conductor, Maestro Chung Myung-hoon, for a performance based on the traditional sound of Germany",True,ENPdlccnj
Festivals/Events/Performances,Performances,,Cb2b0t2,14,"[S-TCEP] Cats, the Musical","The world famous musical, Cats, is back for an even more immersive and interactive experience",True,ENPua5zwq
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Pletnev & Sunwoo,A taste of Russian ballet music and concertos sophisticatedly blended with the traits of the Russian conductor,True,ENPg50ipl
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Stenz & Bell,One of the United States' top violinists is invited to the stage for an innovative show of modern music,True,ENPi018lw
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] 2023 Seoul Philharmonic Orchestra: The Ring,Witness this year's arrival of Wagner's Sound,True,ENPg5tw1e
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Violin Concerto,"German classic music record label, Deutsche Grammophon's star violinist, Lisa Batiashvili, marks first performance in Korea",True,ENPl23uol
Festivals/Events/Performances,Performances,,Cb2b0t2,14,[S-TCEP] 2023 Seoul Philharmonic Orchestra: Shostakovich Concerto,"Previously postponed due to pandemic, Patricia Kopatchinskaja makes her first concerto appearance",True,ENPgzt4p3
History,,,Ca1z6p7,92,Dalmasa Temple,"The only traditional temple in the Dongjak-gu area, enveloped by Seodalsan Mountain.",True,ENPw9eym0
History,,,Ca1z6p7,92,Gyeonggyojang,The final headquarters of the Provisional Government of the Republic of Korea and the momentous historical site of the assassination of Baekbum Kim Gu.,True,ENPnje8ve
History,,,Ca1z6p7,92,Garden of Gratitude,"A space to reflect upon the gratitude toward Korean War veterans, as well as the achievements and prosperity of the Republic of Korea.",True,ENPv4bofj
History,,,Ca1z6p7,92,Jongmyo Shrine Stonewall Path ,A serene stone wall path stretches along the west wall of Jongmyo Shrine,True,ENP0wav1s
History,,,Ca1z6p7,92,Gyeongbokgung Palace Jibokjae,"A pavilion located to the west of Geoncheonggung in Gyeongbokgung Palace, used as King Gojong's study",True,ENPfk9nxi
History,,,Ca1z6p7,92,Gyeongbokgung Stonewall Walkway ,The stonewall path surrounding Gyeongbokgung Palace,True,ENPldz98j
History,,,Ca1z6p7,92,Changdeokgung Secret Garden ,A garden of a Joseon Dynasty located inside Changdeokgung Palace,True,ENPl8f5md
History,,,Ca1z6p7,92,Kyungguksa,"A temple located on the eastern foothills of Samgaksan (Bukhansan) in Jeongneung-dong, Seongbuk-gu",True,ENPkxi16h
History,,,Ca1z6p7,92,Seokguram,"Seokguram Grotto is nestled halfway up Inwangsan Mountain, just below Chimabawi Rock, and can be reached via the Inwangsan Mountain Trail.",True,ENPexzzw3
History,,,Ca1z6p7,92,Shina Memorial Hall,"This place serves as a memorial to honor the founder, Jang Ki-bong and Shina Ilbo, after its forced closure.",True,ENPjkm9y3
History,Historical Sites,,Cl1k5b1,70,Gyeonggyojang,The final headquarters of the Provisional Government of the Republic of Korea and the momentous historical site of the assassination of Baekbum Kim Gu.,True,ENPnje8ve
History,Historical Sites,,Cl1k5b1,70,Jongmyo Shrine Stonewall Path ,A serene stone wall path stretches along the west wall of Jongmyo Shrine,True,ENP0wav1s
History,Historical Sites,,Cl1k5b1,70,Gyeongbokgung Palace Jibokjae,"A pavilion located to the west of Geoncheonggung in Gyeongbokgung Palace, used as King Gojong's study",True,ENPfk9nxi
History,Historical Sites,,Cl1k5b1,70,Gyeongbokgung Stonewall Walkway ,The stonewall path surrounding Gyeongbokgung Palace,True,ENPldz98j
History,Historical Sites,,Cl1k5b1,70,Changdeokgung Secret Garden ,A garden of a Joseon Dynasty located inside Changdeokgung Palace,True,ENPl8f5md
History,Historical Sites,,Cl1k5b1,70,Shina Memorial Hall,"This place serves as a memorial to honor the founder, Jang Ki-bong and Shina Ilbo, after its forced closure.",True,ENPjkm9y3
History,Historical Sites,,Cl1k5b1,70,Cheongjeon Yi Sang-beom House,Yi Sang-beom’s House located in Nuha-dong,True,ENPlpqd8k
History,Historical Sites,,Cl1k5b1,70,Site of Concubine Jang Huibin’s Well,"Jang Huibin’s Well has been associated with Yeonhui Palace, a detached palace since the early Joseon Dynasty. It has been associated with palace grounds, courtyards and main buildings.",True,ENPcyd45f
History,Historical Sites,,Cl1k5b1,70,Seokpajeong,A garden that was tended to by the ruling class during the Joseon Dynasty,True,ENP037164
History,Historical Sites,,Cl1k5b1,70,Grand Greenhouse Changgyeonggung Palace,Joseon's beautiful Grand Greenhouse,True,ENP037176
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Gyeongbokgung Stonewall Walkway ,The stonewall path surrounding Gyeongbokgung Palace,True,ENPldz98j
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Sodeokmun Gate (Seosomun),Sodeokmun Gate was one of the 4 minor city gates of Seoul. It was constructed during the Joseon Dynasty in the reign of King Taejong.,True,ENP023758
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Gwanghuimun Gate,Gwanghuimun Gate is one of the Seoul's 4 minor city gates. It is located along the southeastern boundary of Joseon-era Seoul.,True,ENP023605
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Hyehwamun Gate,"Hyehwamun Gate is one of Seoul's 4 minor city gates. It was built in 1397 along the famed Hanyangdoseong, Seoul City Wall along the Joseon-era eastern boundary of the city.",True,ENP023606
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Sukjeongmun Gate,"Sukjeongmun Gate is one of Seoul’s four historic great city gates. It is the city's northern gate and it can be visited today along the Hanyangdoseong, Seoul City Wall.",True,ENP023760
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Donuimun Gate (Seodaemun),Donuimun Gate was one of the four minor city gates to Seoul and it stood at the Joseon-era western boundary to the city.,True,ENP023759
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Sungnyemun Gate (Namdaemun),Sungnyemun Gate (Namdaemun) is one of Seoul's historic Four Great Gates and it was designated National Treasure no. 1 by the Korean government in 1962.,True,ENP022888
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Heunginjimun Gate (Dongdaemun),"Heunginjimun Gate is a major historical site in Seoul. More commonly known as Dongdaemun Gate (Great Eastern Gate), it was deemed treasure no. 1 by the Korean government.",True,ENP001999
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Pungnaptoseong Fortress,Pungnaptoseong Fortress is the site of earthern ramparts that date back to the Baekje period (18 BCE-660 AD).,True,ENP001953
History,Historical Sites,Fortresses & Gates,Co2n1h7,12,Hongjimun Gate and Tangchundaeseong Fortress,"Tangchundaeseong Fortress was built in 1712 during the Joseon Dynasty to improve the defense of Hanyangdoseong, the Seoul City Wall, and Bukhansanseong Fortress.",True,ENP004101
History,Historical Sites,Historical Sites,Cb9o5c4,7,Site of Concubine Jang Huibin’s Well,"Jang Huibin’s Well has been associated with Yeonhui Palace, a detached palace since the early Joseon Dynasty. It has been associated with palace grounds, courtyards and main buildings.",True,ENPcyd45f
History,Historical Sites,Historical Sites,Cb9o5c4,7,Segeomjeong Pavilion,Segeomjeong Pavilion is a well-known historic pavilion and was designated Monument of Seoul No. 4 in 1976.,True,ENP002395
History,Historical Sites,Historical Sites,Cb9o5c4,7,Deoksugung Stonewall Walkway,The Deoksugung Stonewall Walkway is a picturesque pedestrian path that runs next to Deoksugung Palace.,True,ENP023563
History,Historical Sites,Historical Sites,Cb9o5c4,7,An Jung-geun Memorial Hall,The An Jung-geun Memorial Hall was established to memorialize the Korean patriot An Jung-geun.,True,ENP004281
History,Historical Sites,Historical Sites,Cb9o5c4,7,Amsa–dong Prehistoric Settlement Site,"Amsa-dong Prehistoric Settlement Site reproduces the life of Koreans who lived over 6,000 years ago.",True,ENP002174
History,Historical Sites,Historical Sites,Cb9o5c4,7,Seodaemun Prison History Hall,The Seodaemun Prison was used to intern Korean patriots during the Japanese Occupation.,True,ENP001831
History,Historical Sites,Historical Sites,Cb9o5c4,7,Sajikdan (Sajik Altar),Sajikdan (Sajik Altar) is an altar built during Joseon Dynasty that was used to pray to the gods for a good harvest.,True,ENP001824
History,Historical Sites,Modern Architecture,Ci7i9i6,6,Gyeonggyojang,The final headquarters of the Provisional Government of the Republic of Korea and the momentous historical site of the assassination of Baekbum Kim Gu.,True,ENPnje8ve
History,Historical Sites,Modern Architecture,Ci7i9i6,6,Shina Memorial Hall,"This place serves as a memorial to honor the founder, Jang Ki-bong and Shina Ilbo, after its forced closure.",True,ENPjkm9y3
History,Historical Sites,Modern Architecture,Ci7i9i6,6,Yongsan Mill,"Running its business near Ichon-dong's railroad for the past 30 years, Yongsan Mill was created by an owner who used to work in a rice cake factory.",True,ENP029722
History,Historical Sites,Modern Architecture,Ci7i9i6,6,Seoul Central Post Office,"Located in Myeongdong, in the heart of Seoul, the Seoul Central Post Office goes beyond the capabilities of a regular post office.",True,ENP024591
History,Historical Sites,Modern Architecture,Ci7i9i6,6,Korea University Main Hall & Old Main Library,"Korea University is one of best universities in all of Korea. Visitors to Seoul can visit the Korea University Main Hall located in Anam-dong, Seoul.",True,ENP002962
History,Historical Sites,Modern Architecture,Ci7i9i6,6,Wongudan Altar,Wongudan was built during the Joseon Dynasty to be an altar for performing divine harvest rituals.,True,ENP004198
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Seokpajeong,A garden that was tended to by the ruling class during the Joseon Dynasty,True,ENP037164
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Seosulla-gil,A nice path located in the vicinity of the Sulla-cheong that had patrolled the Jongmyo Shrine,True,ENP036973
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Brothers' Blacksmith Workshop,"A store run by a human cultural asset where intellectuals, artists, and professors visit",True,ENP032528
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Seosomun Historical Park,"Seosomun Historical Park includes a total area of 46,000 m².",True,ENP029945
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Modern History Memorial Hall,A pillar of remembrance for Korea's independence and democratization movements.,True,ENP027105
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Sewoon Shopping Center,The Sewoon Shopping Center was founded in 1968 as Korea's first electronics market under the mission of creating a thriving business community complex and has been around for over 40 years.,True,ENP023561
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Manhae Han Yong-Un Simujang,"Manhae Han Yong-un Simujang was the residence of the Korean Buddhist, poet and independence activist Han Yong-un.",True,ENP001399
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Sulla-gil Road,Sulla-gil Road runs through Jongno-gu and is known as Seoul's Historical Literary Trail.,True,ENP001932
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Heojun Neighborhood Park,"Heojun Neighborhood Park is located in Gayang-dong, Seoul. The neighborhood is the birthplace of Heo Jun, a famous Joseon-era doctor and scholar.",True,ENP002027
History,Historical Sites,Others Historical Sites,Cr6m1i5,23,Yonghakgeong (Mokdong Archery Club),"Yonghakgeong was once a military training ground, and is now known as the Mokdong Archery Club.",True,ENP002250
History,Historical Sites,Palaces,Ch5t7s7,9,Changdeokgung Secret Garden ,A garden of a Joseon Dynasty located inside Changdeokgung Palace,True,ENPl8f5md
History,Historical Sites,Palaces,Ch5t7s7,9,Grand Greenhouse Changgyeonggung Palace,Joseon's beautiful Grand Greenhouse,True,ENP037176
History,Historical Sites,Palaces,Ch5t7s7,9,Gyeonghuigung Palace,"One of the five grand palaces, Gyeonghuigung Palace was also called ""Seogweol"" (which means ""palace of the west"") because it's located west of the main palace, Gyeongbokgung.",True,ENP001159
History,Historical Sites,Palaces,Ch5t7s7,9,Jongmyo Shrine,Jongmyo is a royal shrine dedicated to the performance of ancestral rites for the deceased kings and queens of the Joseon Dynasty.,True,ENP000507
History,Historical Sites,Palaces,Ch5t7s7,9,Unhyeongung Palace,Unhyeongung Palace is one of Seoul's smaller palaces and it is an important historic site that is open to the public.,True,ENP000471
History,Historical Sites,Palaces,Ch5t7s7,9,Changgyeonggung Palace,Changgyeonggung Palace was built in 1483 by King Seongjong (the ninth king of the Joseon Dynasty) to take care of the wives of the preceding kings.,True,ENP000297
History,Historical Sites,Palaces,Ch5t7s7,9,Changdeokgung Palace ,"Changdeokgung Palace is also known as Donggwol, the Eastern Palace, because of its location to the east of Gyeongbokgung.",True,ENP000295
History,Historical Sites,Palaces,Ch5t7s7,9,Gyeongbokgung Palace,Gyeongbokgung Palace was the first and largest of the royal palaces built during the Joseon Dynasty.,True,ENP000072
History,Historical Sites,Palaces,Ch5t7s7,9,Deoksugung Palace,Deoksugung Palace is unique among Korean palaces in having a modern seal engraving and a western style garden and fountain.,True,ENP002046
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Taereung and Gangreung Royal Tombs,Taereung and Gangneung Royal Tombs are the burial sites of royalty from the Joseon Dynasty.,True,ENP002299
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Seoul National Cemetery,Seoul National Cemetery is a park cemetery where men who made significant contributions to their country are laid to rest.,True,ENP001965
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Heonilleung,Heonilleung is a UNESCO World Heritage Site and the final resting place of two pairs of the Joseon Dynasty's kings and queens.,True,ENP005240
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Uireung,"Uireung is the royal tomb of King Gyeongjong, the 20th king of the Joseon dynasty, and his wife Queen Seonui.",True,ENP005205
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Seonjeongneung (Tomb),"Seonjeongneung is home to the royal tombs of King Seongjong (the 9th king of the Joseon Dynasty) and his family, including his second wife, Queen Consort Jeonghyeon, and his son, later to be king, King Jungjong.",True,ENP001414
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Yeonghwiwon and Sunginwon Royal Tombs,Yeonghwiwon and Sunginwon are the burial site of members of the Korean royal family and the site was designated Historic Site No. 361 in 1991.,True,ENP004524
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Jeongneung (A Royal Tomb),"Jeongneung is the royal tomb of Queen Sindeok. She was the second wife of King Taejo, the founder of the Joseon Dynasty.",True,ENP003459
History,Historical Sites,Tombs & Mausoleums,Cb9c5i3,8,Bangi-dong Ancient Baekje Tombs,The Bangi-dong Ancient Baekje Tombs are ancient tombs in located the Bangi-dong area that date back to the Hanseong Baekje era.,True,ENP002544
History,Religious Sites,,Cw1i3e4,20,Dalmasa Temple,"The only traditional temple in the Dongjak-gu area, enveloped by Seodalsan Mountain.",True,ENPw9eym0
History,Religious Sites,,Cw1i3e4,20,Kyungguksa,"A temple located on the eastern foothills of Samgaksan (Bukhansan) in Jeongneung-dong, Seongbuk-gu",True,ENPkxi16h
History,Religious Sites,,Cw1i3e4,20,Seokguram,"Seokguram Grotto is nestled halfway up Inwangsan Mountain, just below Chimabawi Rock, and can be reached via the Inwangsan Mountain Trail.",True,ENPexzzw3
History,Religious Sites,,Cw1i3e4,20,Geumseonsa Temple,A strikingly beautiful temple at the foot of the Bukhansan Mountain!,True,ENP036843
History,Religious Sites,,Cw1i3e4,20,Hwagyesa Temple,Hwagyesa Temple was founded by Seonsa (Seon master) Sinwol in 1522 (17th year of King Jungjong's reign).,True,ENP033829
History,Religious Sites,,Cw1i3e4,20,Korean Catholic Martyrs’ Museum,The former Jeoldusan Matyrs' Memorial Hall.,True,ENP029394
History,Religious Sites,,Cw1i3e4,20,Bongwonsa Temple,"Originally built on the site of Yonsei University by Queen Jinseong of the Shilla Dynasty in 889 A.D., Bongwonsa Temple was moved to its current site by King Yongjo of the Joseon Dynasty in 1748.",True,ENP028339
History,Religious Sites,,Cw1i3e4,20,Wonhyoro Catholic Church,Wonhyoro Catholic Church is located beside Sacred Heart Girls' High School and was consecrated in 1902.,True,ENP001862
History,Religious Sites,,Cw1i3e4,20,Andong Presbyterian Church's Soheodang,Andong Presbyterian Church is located in Bukchon Hanok Village. The church dates back to the early 20th century.,True,ENP002010
History,Religious Sites,,Cw1i3e4,20,Hwagyesa Temple,"Hwagyesa Temple is located in the Samgaksan Woods, at the foot of Samgaksan Mountain in Seoul.",True,ENP002021
Nature,,,Co6c2n2,91,Seodalsan Mountain,"A mountain embracing the National Cemetery, recommended as a beginner's hiking course.",True,ENPtr2tsi
Nature,,,Co6c2n2,91,Yeonhui Forest Rest Area,A rest area located in Seodaemun-gu where you can feel the beauty of nature in the city center.,True,ENPyia5so
Nature,,,Co6c2n2,91,Songjeong Jebang gil,A riverside trail along Jungnangcheon that is beautiful in all four seasons,True,ENP0aa7qh
Nature,,,Co6c2n2,91,Namsan Sky Forest Trail,A walking trail where visitors can enjoy the freshness of Namsan under the clear sky.,True,ENP5nlj26
Nature,,,Co6c2n2,91,Suraksan Byeokung Valley,A valley near Seoul accessible by subway,True,ENPda1e2c
Nature,,,Co6c2n2,91,Yongsan Children's Garden,Yongsan Children's Garden temporarily opened on the returned Yongsan Park site,True,ENPctphmy
Nature,,,Co6c2n2,91,Choansan Neighborhood Park Barefoot Loess Trail,A healing space to enhance the well-being of city residents weary from daily life,True,ENP9l9dhu
Nature,,,Co6c2n2,91,Namsan Dulle-gil Trail,"A healing trail circling Namsan in the heart of Seoul, centered around N Seoul Tower",True,ENP9jn7zj
